isolate,species_final,st,species_st,species_clean,year,acc_coll_date,assembly,period,rep_type_clean,mobtyper_cluster,fusion_status,total_species_st,species_st_clean,plasmid,flanker_window_cluster,flanker_window,flanker_cluster
CPO239,Enterobacter cloacae,24,Enterobacter cloacae 24,Enterobacter cloacae complex,2019,4/6/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,2,Enterobacter cloacae complex - Other STs,IncAC_CPO132,5000_12,5000,12
CPO240,Serratia marcescens,1,Serratia marcescens 1,Serratia marcescens,2019,6/6/2019,illumina,2016-2020,IncC (AA860 AJ266),NA,NA,47,Serratia marcescens 1,IncAC_CPO132,NA,NA,NA
CPO241,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2019,6/6/2019,illumina,2016-2020,IncHI2A (AA739 AJ055),NA,NA,44,Enterobacter hormaechei 190,IncHI2_CPO019,NA,NA,NA
CPO242,Enterobacter hormaechei,93,Enterobacter hormaechei 93,Enterobacter cloacae complex,2019,7/6/2019,illumina,2016-2020,IncHI2A (AA739 AJ058),NA,NA,36,Enterobacter hormaechei 93,IncHI2_CPO017,NA,NA,NA
CPO243,Klebsiella michiganensis,84,Klebsiella michiganensis 84,Klebsiella michiganensis,2019,11/6/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,2,Klebsiella michiganensis - Other STs,IncHI2_CPO019,0_0,0,0
CPO243,Klebsiella michiganensis,84,Klebsiella michiganensis 84,Klebsiella michiganensis,2019,11/6/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,2,Klebsiella michiganensis - Other STs,IncHI2_CPO019,1000_0,1000,0
CPO243,Klebsiella michiganensis,84,Klebsiella michiganensis 84,Klebsiella michiganensis,2019,11/6/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,2,Klebsiella michiganensis - Other STs,IncHI2_CPO019,1500_0,1500,0
CPO243,Klebsiella michiganensis,84,Klebsiella michiganensis 84,Klebsiella michiganensis,2019,11/6/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,2,Klebsiella michiganensis - Other STs,IncHI2_CPO019,2000_0,2000,0
CPO243,Klebsiella michiganensis,84,Klebsiella michiganensis 84,Klebsiella michiganensis,2019,11/6/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,2,Klebsiella michiganensis - Other STs,IncHI2_CPO019,2500_0,2500,0
CPO243,Klebsiella michiganensis,84,Klebsiella michiganensis 84,Klebsiella michiganensis,2019,11/6/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,2,Klebsiella michiganensis - Other STs,IncHI2_CPO019,3000_0,3000,0
CPO243,Klebsiella michiganensis,84,Klebsiella michiganensis 84,Klebsiella michiganensis,2019,11/6/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,2,Klebsiella michiganensis - Other STs,IncHI2_CPO019,3500_4,3500,4
CPO243,Klebsiella michiganensis,84,Klebsiella michiganensis 84,Klebsiella michiganensis,2019,11/6/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,2,Klebsiella michiganensis - Other STs,IncHI2_CPO019,4000_12,4000,12
CPO243,Klebsiella michiganensis,84,Klebsiella michiganensis 84,Klebsiella michiganensis,2019,11/6/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,2,Klebsiella michiganensis - Other STs,IncHI2_CPO019,4500_16,4500,16
CPO243,Klebsiella michiganensis,84,Klebsiella michiganensis 84,Klebsiella michiganensis,2019,11/6/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,2,Klebsiella michiganensis - Other STs,IncHI2_CPO019,500_0,500,0
CPO243,Klebsiella michiganensis,84,Klebsiella michiganensis 84,Klebsiella michiganensis,2019,11/6/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,2,Klebsiella michiganensis - Other STs,IncHI2_CPO019,5000_23,5000,23
CPO244,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2019,12/6/2019,illumina,2016-2020,IncHI2A (AA739 AJ055),NA,NA,44,Enterobacter hormaechei 190,IncHI2_CPO019,NA,NA,NA
CPO248,Enterobacter hormaechei,93,Enterobacter hormaechei 93,Enterobacter cloacae complex,2019,13/6/2019,illumina,2016-2020,IncHI2A (AA739 AJ058),NA,NA,36,Enterobacter hormaechei 93,IncHI2_CPO017,NA,NA,NA
CPO249,Klebsiella michiganensis,84,Klebsiella michiganensis 84,Klebsiella michiganensis,2019,12/6/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,2,Klebsiella michiganensis - Other STs,IncHI2_CPO019,0_0,0,0
CPO249,Klebsiella michiganensis,84,Klebsiella michiganensis 84,Klebsiella michiganensis,2019,12/6/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,2,Klebsiella michiganensis - Other STs,IncHI2_CPO019,1000_0,1000,0
CPO249,Klebsiella michiganensis,84,Klebsiella michiganensis 84,Klebsiella michiganensis,2019,12/6/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,2,Klebsiella michiganensis - Other STs,IncHI2_CPO019,1500_4,1500,4
CPO249,Klebsiella michiganensis,84,Klebsiella michiganensis 84,Klebsiella michiganensis,2019,12/6/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,2,Klebsiella michiganensis - Other STs,IncHI2_CPO019,2000_3,2000,3
CPO249,Klebsiella michiganensis,84,Klebsiella michiganensis 84,Klebsiella michiganensis,2019,12/6/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,2,Klebsiella michiganensis - Other STs,IncHI2_CPO019,2500_2,2500,2
CPO249,Klebsiella michiganensis,84,Klebsiella michiganensis 84,Klebsiella michiganensis,2019,12/6/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,2,Klebsiella michiganensis - Other STs,IncHI2_CPO019,3000_3,3000,3
CPO249,Klebsiella michiganensis,84,Klebsiella michiganensis 84,Klebsiella michiganensis,2019,12/6/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,2,Klebsiella michiganensis - Other STs,IncHI2_CPO019,3500_5,3500,5
CPO249,Klebsiella michiganensis,84,Klebsiella michiganensis 84,Klebsiella michiganensis,2019,12/6/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,2,Klebsiella michiganensis - Other STs,IncHI2_CPO019,4000_6,4000,6
CPO249,Klebsiella michiganensis,84,Klebsiella michiganensis 84,Klebsiella michiganensis,2019,12/6/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,2,Klebsiella michiganensis - Other STs,IncHI2_CPO019,4500_9,4500,9
CPO249,Klebsiella michiganensis,84,Klebsiella michiganensis 84,Klebsiella michiganensis,2019,12/6/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,2,Klebsiella michiganensis - Other STs,IncHI2_CPO019,500_0,500,0
CPO249,Klebsiella michiganensis,84,Klebsiella michiganensis 84,Klebsiella michiganensis,2019,12/6/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,2,Klebsiella michiganensis - Other STs,IncHI2_CPO019,5000_7,5000,7
CPO250,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2019,17/6/2019,illumina,2016-2020,IncHI2A (AA739 AJ055),NA,NA,44,Enterobacter hormaechei 190,IncHI2_CPO019,NA,NA,NA
CPO251,Enterobacter hormaechei,93,Enterobacter hormaechei 93,Enterobacter cloacae complex,2019,22/6/2019,illumina,2016-2020,IncHI2A (AA739 AJ058),NA,NA,36,Enterobacter hormaechei 93,IncHI2_CPO017,NA,NA,NA
CPO253,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2019,8/7/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,5,Serratia marcescens 2,IncAC_CPO397,0_0,0,0
CPO253,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2019,8/7/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,5,Serratia marcescens 2,IncAC_CPO397,1000_0,1000,0
CPO253,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2019,8/7/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,5,Serratia marcescens 2,IncAC_CPO397,1500_1,1500,1
CPO253,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2019,8/7/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,5,Serratia marcescens 2,IncAC_CPO397,2000_1,2000,1
CPO253,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2019,8/7/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,5,Serratia marcescens 2,IncAC_CPO397,2500_1,2500,1
CPO253,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2019,8/7/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,5,Serratia marcescens 2,IncAC_CPO397,3000_1,3000,1
CPO253,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2019,8/7/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,5,Serratia marcescens 2,IncAC_CPO397,3500_0,3500,0
CPO253,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2019,8/7/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,5,Serratia marcescens 2,IncAC_CPO397,4000_1,4000,1
CPO253,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2019,8/7/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,5,Serratia marcescens 2,IncAC_CPO397,4500_5,4500,5
CPO253,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2019,8/7/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,5,Serratia marcescens 2,IncAC_CPO397,500_0,500,0
CPO253,Serratia marcescens,2,Serratia marcescens 2,Serratia marcescens,2019,8/7/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,5,Serratia marcescens 2,IncAC_CPO397,5000_1,5000,1
CPO254,Escherichia coli,176,Escherichia coli 176,Escherichia coli,2019,18/7/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,3,Escherichia coli 176,IncHI2_CPO019,0_0,0,0
CPO254,Escherichia coli,176,Escherichia coli 176,Escherichia coli,2019,18/7/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,3,Escherichia coli 176,IncHI2_CPO019,1000_0,1000,0
CPO254,Escherichia coli,176,Escherichia coli 176,Escherichia coli,2019,18/7/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,3,Escherichia coli 176,IncHI2_CPO019,1500_0,1500,0
CPO254,Escherichia coli,176,Escherichia coli 176,Escherichia coli,2019,18/7/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,3,Escherichia coli 176,IncHI2_CPO019,2000_0,2000,0
CPO254,Escherichia coli,176,Escherichia coli 176,Escherichia coli,2019,18/7/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,3,Escherichia coli 176,IncHI2_CPO019,2500_0,2500,0
CPO254,Escherichia coli,176,Escherichia coli 176,Escherichia coli,2019,18/7/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,3,Escherichia coli 176,IncHI2_CPO019,3000_0,3000,0
CPO254,Escherichia coli,176,Escherichia coli 176,Escherichia coli,2019,18/7/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,3,Escherichia coli 176,IncHI2_CPO019,3500_4,3500,4
CPO254,Escherichia coli,176,Escherichia coli 176,Escherichia coli,2019,18/7/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,3,Escherichia coli 176,IncHI2_CPO019,4000_4,4000,4
CPO254,Escherichia coli,176,Escherichia coli 176,Escherichia coli,2019,18/7/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,3,Escherichia coli 176,IncHI2_CPO019,4500_1,4500,1
CPO254,Escherichia coli,176,Escherichia coli 176,Escherichia coli,2019,18/7/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,3,Escherichia coli 176,IncHI2_CPO019,500_0,500,0
CPO254,Escherichia coli,176,Escherichia coli 176,Escherichia coli,2019,18/7/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,3,Escherichia coli 176,IncHI2_CPO019,5000_2,5000,2
CPO255,Enterobacter hormaechei,133,Enterobacter hormaechei 133,Enterobacter cloacae complex,2019,17/7/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Enterobacter cloacae complex - Other STs,IncAC_CPO188,0_0,0,0
CPO255,Enterobacter hormaechei,133,Enterobacter hormaechei 133,Enterobacter cloacae complex,2019,17/7/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Enterobacter cloacae complex - Other STs,IncAC_CPO188,1000_0,1000,0
CPO255,Enterobacter hormaechei,133,Enterobacter hormaechei 133,Enterobacter cloacae complex,2019,17/7/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Enterobacter cloacae complex - Other STs,IncAC_CPO188,1500_1,1500,1
CPO255,Enterobacter hormaechei,133,Enterobacter hormaechei 133,Enterobacter cloacae complex,2019,17/7/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Enterobacter cloacae complex - Other STs,IncAC_CPO188,2000_1,2000,1
CPO255,Enterobacter hormaechei,133,Enterobacter hormaechei 133,Enterobacter cloacae complex,2019,17/7/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Enterobacter cloacae complex - Other STs,IncAC_CPO188,2500_1,2500,1
CPO255,Enterobacter hormaechei,133,Enterobacter hormaechei 133,Enterobacter cloacae complex,2019,17/7/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Enterobacter cloacae complex - Other STs,IncAC_CPO188,3000_1,3000,1
CPO255,Enterobacter hormaechei,133,Enterobacter hormaechei 133,Enterobacter cloacae complex,2019,17/7/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Enterobacter cloacae complex - Other STs,IncAC_CPO188,3500_0,3500,0
CPO255,Enterobacter hormaechei,133,Enterobacter hormaechei 133,Enterobacter cloacae complex,2019,17/7/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Enterobacter cloacae complex - Other STs,IncAC_CPO188,4000_2,4000,2
CPO255,Enterobacter hormaechei,133,Enterobacter hormaechei 133,Enterobacter cloacae complex,2019,17/7/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Enterobacter cloacae complex - Other STs,IncAC_CPO188,4500_4,4500,4
CPO255,Enterobacter hormaechei,133,Enterobacter hormaechei 133,Enterobacter cloacae complex,2019,17/7/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Enterobacter cloacae complex - Other STs,IncAC_CPO188,500_0,500,0
CPO255,Enterobacter hormaechei,133,Enterobacter hormaechei 133,Enterobacter cloacae complex,2019,17/7/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Enterobacter cloacae complex - Other STs,IncAC_CPO188,5000_3,5000,3
CPO256,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2019,21/7/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,0_0,0,0
CPO256,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2019,21/7/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,1000_0,1000,0
CPO256,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2019,21/7/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,1500_0,1500,0
CPO256,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2019,21/7/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,2000_0,2000,0
CPO256,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2019,21/7/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,2500_0,2500,0
CPO256,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2019,21/7/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,3000_0,3000,0
CPO256,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2019,21/7/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,3500_4,3500,4
CPO256,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2019,21/7/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,4000_4,4000,4
CPO256,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2019,21/7/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,4500_1,4500,1
CPO256,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2019,21/7/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,500_0,500,0
CPO256,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2019,21/7/2019,hybrid,2016-2020,IncHI2A (AA739 AJ055),AA739_AJ055,non_fusion,44,Enterobacter hormaechei 190,IncHI2_IncR_CPO060,5000_2,5000,2
CPO259,Enterobacter hormaechei,190,Enterobacter hormaechei 190,Enterobacter cloacae complex,2019,24/7/2019,illumina,2016-2020,IncHI2A (AA739 AJ055),NA,NA,44,Enterobacter hormaechei 190,IncHI2_CPO019,NA,NA,NA
CPO260,Citrobacter freundii,150,Citrobacter freundii 150,Citrobacter spp.,2019,21/8/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Citrobacter spp. - Other STs,IncAC_CPO132,0_0,0,0
CPO260,Citrobacter freundii,150,Citrobacter freundii 150,Citrobacter spp.,2019,21/8/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Citrobacter spp. - Other STs,IncAC_CPO132,1000_0,1000,0
CPO260,Citrobacter freundii,150,Citrobacter freundii 150,Citrobacter spp.,2019,21/8/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Citrobacter spp. - Other STs,IncAC_CPO132,1500_1,1500,1
CPO260,Citrobacter freundii,150,Citrobacter freundii 150,Citrobacter spp.,2019,21/8/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Citrobacter spp. - Other STs,IncAC_CPO132,2000_1,2000,1
CPO260,Citrobacter freundii,150,Citrobacter freundii 150,Citrobacter spp.,2019,21/8/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Citrobacter spp. - Other STs,IncAC_CPO132,2500_1,2500,1
CPO260,Citrobacter freundii,150,Citrobacter freundii 150,Citrobacter spp.,2019,21/8/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Citrobacter spp. - Other STs,IncAC_CPO132,3000_1,3000,1
CPO260,Citrobacter freundii,150,Citrobacter freundii 150,Citrobacter spp.,2019,21/8/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Citrobacter spp. - Other STs,IncAC_CPO132,3500_1,3500,1
CPO260,Citrobacter freundii,150,Citrobacter freundii 150,Citrobacter spp.,2019,21/8/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Citrobacter spp. - Other STs,IncAC_CPO132,4000_10,4000,10
CPO260,Citrobacter freundii,150,Citrobacter freundii 150,Citrobacter spp.,2019,21/8/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Citrobacter spp. - Other STs,IncAC_CPO132,4500_6,4500,6
CPO260,Citrobacter freundii,150,Citrobacter freundii 150,Citrobacter spp.,2019,21/8/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Citrobacter spp. - Other STs,IncAC_CPO132,500_0,500,0
CPO260,Citrobacter freundii,150,Citrobacter freundii 150,Citrobacter spp.,2019,21/8/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Citrobacter spp. - Other STs,IncAC_CPO132,5000_12,5000,12
CPO261,Klebsiella pneumoniae,661,Klebsiella pneumoniae 661,Klebsiella pneumoniae complex,2019,21/8/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Klebsiella pneumoniae complex - Other STs,IncAC_CPO132,0_0,0,0
CPO261,Klebsiella pneumoniae,661,Klebsiella pneumoniae 661,Klebsiella pneumoniae complex,2019,21/8/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Klebsiella pneumoniae complex - Other STs,IncAC_CPO132,1000_0,1000,0
CPO261,Klebsiella pneumoniae,661,Klebsiella pneumoniae 661,Klebsiella pneumoniae complex,2019,21/8/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Klebsiella pneumoniae complex - Other STs,IncAC_CPO132,1500_1,1500,1
CPO261,Klebsiella pneumoniae,661,Klebsiella pneumoniae 661,Klebsiella pneumoniae complex,2019,21/8/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Klebsiella pneumoniae complex - Other STs,IncAC_CPO132,2000_1,2000,1
CPO261,Klebsiella pneumoniae,661,Klebsiella pneumoniae 661,Klebsiella pneumoniae complex,2019,21/8/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Klebsiella pneumoniae complex - Other STs,IncAC_CPO132,2500_1,2500,1
CPO261,Klebsiella pneumoniae,661,Klebsiella pneumoniae 661,Klebsiella pneumoniae complex,2019,21/8/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Klebsiella pneumoniae complex - Other STs,IncAC_CPO132,3000_1,3000,1
CPO261,Klebsiella pneumoniae,661,Klebsiella pneumoniae 661,Klebsiella pneumoniae complex,2019,21/8/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Klebsiella pneumoniae complex - Other STs,IncAC_CPO132,3500_1,3500,1
CPO261,Klebsiella pneumoniae,661,Klebsiella pneumoniae 661,Klebsiella pneumoniae complex,2019,21/8/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Klebsiella pneumoniae complex - Other STs,IncAC_CPO132,4000_10,4000,10
CPO261,Klebsiella pneumoniae,661,Klebsiella pneumoniae 661,Klebsiella pneumoniae complex,2019,21/8/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Klebsiella pneumoniae complex - Other STs,IncAC_CPO132,4500_6,4500,6
CPO261,Klebsiella pneumoniae,661,Klebsiella pneumoniae 661,Klebsiella pneumoniae complex,2019,21/8/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Klebsiella pneumoniae complex - Other STs,IncAC_CPO132,500_0,500,0
CPO261,Klebsiella pneumoniae,661,Klebsiella pneumoniae 661,Klebsiella pneumoniae complex,2019,21/8/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Klebsiella pneumoniae complex - Other STs,IncAC_CPO132,5000_12,5000,12
CPO262,Klebsiella michiganensis,29,Klebsiella michiganensis 29,Klebsiella michiganensis,2019,21/8/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Klebsiella michiganensis - Other STs,IncAC_CPO132,0_0,0,0
CPO262,Klebsiella michiganensis,29,Klebsiella michiganensis 29,Klebsiella michiganensis,2019,21/8/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Klebsiella michiganensis - Other STs,IncAC_CPO132,1000_0,1000,0
CPO262,Klebsiella michiganensis,29,Klebsiella michiganensis 29,Klebsiella michiganensis,2019,21/8/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Klebsiella michiganensis - Other STs,IncAC_CPO132,1500_1,1500,1
CPO262,Klebsiella michiganensis,29,Klebsiella michiganensis 29,Klebsiella michiganensis,2019,21/8/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Klebsiella michiganensis - Other STs,IncAC_CPO132,2000_1,2000,1
CPO262,Klebsiella michiganensis,29,Klebsiella michiganensis 29,Klebsiella michiganensis,2019,21/8/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Klebsiella michiganensis - Other STs,IncAC_CPO132,2500_1,2500,1
CPO262,Klebsiella michiganensis,29,Klebsiella michiganensis 29,Klebsiella michiganensis,2019,21/8/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Klebsiella michiganensis - Other STs,IncAC_CPO132,3000_1,3000,1
CPO262,Klebsiella michiganensis,29,Klebsiella michiganensis 29,Klebsiella michiganensis,2019,21/8/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Klebsiella michiganensis - Other STs,IncAC_CPO132,3500_1,3500,1
CPO262,Klebsiella michiganensis,29,Klebsiella michiganensis 29,Klebsiella michiganensis,2019,21/8/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Klebsiella michiganensis - Other STs,IncAC_CPO132,4000_10,4000,10
CPO262,Klebsiella michiganensis,29,Klebsiella michiganensis 29,Klebsiella michiganensis,2019,21/8/2019,hybrid,2016-2020,IncC (AA860 AJ266),AA860_AJ266,non_fusion,1,Klebsiella michiganensis - Other STs,IncAC_CPO132,4500_6,4500,6
